raceId,year,round,circuitId,month,dayofweek,constructorId,points_x,grid,position_x,positionOrder,points_y,fastestLap,fastestLapTime,fastestLapSpeed,standings_points,standings_position,season_wins,nationality,position_y,q1,q2,q3,sprint_grid,sprint_position,sprint_points,target
7,2009,7,5,6,6,9.0,14.0,1.0,3,3.0,6.0,51,87.622,219.314,56.5,2.0,1.0,Austrian,2.5,87.398,87.216,88.4645,,,,0
7,2009,7,5,6,6,7.0,6.0,5.0,4,4.0,5.0,40,87.868,218.700,32.5,3.0,0.0,Japanese,9.0,87.8445,87.495,88.666,,,,0
7,2009,7,5,6,6,7.0,6.0,13.0,8,8.0,1.0,56,87.883,218.663,32.5,3.0,0.0,Japanese,9.0,87.8445,87.495,88.666,,,,0
7,2009,7,5,6,6,3.0,4.0,9.0,5,5.0,4.0,36,88.22200000000001,217.823,11.5,6.0,0.0,British,10.5,87.604,87.52350000000001,89.191,,,,0
7,2009,7,5,6,6,3.0,4.0,12.0,12,12.0,0.0,58,87.988,218.402,11.5,6.0,0.0,British,10.5,87.604,87.52350000000001,89.191,,,,0
7,2009,7,5,6,6,6.0,3.0,7.0,6,6.0,3.0,41,88.176,217.936,20.0,4.0,0.0,Italian,6.5,87.532,87.368,88.8365,,,,0
7,2009,7,5,6,6,6.0,3.0,6.0,9,9.0,0.0,58,88.061,218.221,20.0,4.0,0.0,Italian,6.5,87.532,87.368,88.8365,,,,0
7,2009,7,5,6,6,2.0,2.0,10.0,7,7.0,2.0,58,88.008,218.352,8.0,8.0,0.0,German,10.5,87.7915,87.488,89.357,,,,0
7,2009,7,5,6,6,2.0,2.0,11.0,11,11.0,0.0,43,88.214,217.842,8.0,8.0,0.0,German,10.5,87.7915,87.488,89.357,,,,0
7,2009,7,5,6,6,4.0,0.0,8.0,10,10.0,0.0,57,88.389,217.411,11.0,7.0,0.0,French,12.5,88.285,87.473,89.075,,,,0
7,2009,7,5,6,6,4.0,0.0,17.0,16,16.0,0.0,45,88.34,217.532,11.0,7.0,0.0,French,12.5,88.285,87.473,89.075,,,,0
7,2009,7,5,6,6,1.0,0.0,16.0,13,13.0,0.0,53,88.562,216.986,13.0,5.0,0.0,British,15.0,88.2585,88.207,,,,,0
7,2009,7,5,6,6,1.0,0.0,14.0,14,14.0,0.0,41,89.174,215.497,13.0,5.0,0.0,British,15.0,88.2585,88.207,,,,,0
7,2009,7,5,6,6,5.0,0.0,18.0,15,15.0,0.0,57,88.624,216.835,5.0,9.0,0.0,Italian,19.0,88.813,,,,,,0
7,2009,7,5,6,6,5.0,0.0,20.0,18,18.0,0.0,53,89.02199999999999,215.865,5.0,9.0,0.0,Italian,19.0,88.813,,,,,,0
7,2009,7,5,6,6,10.0,0.0,15.0,17,17.0,0.0,55,89.19200000000001,215.454,0.0,10.0,0.0,Indian,17.0,88.4975,88.39099999999999,,,,,0
7,2009,7,5,6,6,10.0,0.0,19.0,\N,20.0,0.0,3,94.07,204.281,0.0,10.0,0.0,Indian,17.0,88.4975,88.39099999999999,,,,,0
8,2009,8,9,6,6,9.0,18.0,1.0,1,1.0,10.0,16,80.735,229.238,74.5,2.0,2.0,Austrian,2.0,78.6795,78.164,79.6885,,,,0
8,2009,8,9,6,6,9.0,18.0,3.0,2,2.0,8.0,57,80.91499999999999,228.728,74.5,2.0,2.0,Austrian,2.0,78.6795,78.164,79.6885,,,,0
8,2009,8,9,6,6,23.0,9.0,2.0,3,3.0,6.0,18,81.429,227.285,105.0,1.0,6.0,British,4.0,79.14099999999999,78.499,80.07249999999999,,,,0
8,2009,8,9,6,6,23.0,9.0,6.0,6,6.0,3.0,54,81.189,227.956,105.0,1.0,6.0,British,4.0,79.14099999999999,78.499,80.07249999999999,,,,0
8,2009,8,9,6,6,6.0,6.0,11.0,4,4.0,5.0,22,81.509,227.062,26.0,4.0,0.0,Italian,10.0,79.07900000000001,78.7465,80.715,,,,0
8,2009,8,9,6,6,6.0,6.0,9.0,8,8.0,1.0,14,81.656,226.653,26.0,4.0,0.0,Italian,10.0,79.07900000000001,78.7465,80.715,,,,0
8,2009,8,9,6,6,3.0,4.0,7.0,5,5.0,4.0,17,81.054,228.336,15.5,5.0,0.0,British,6.0,78.879,78.583,80.2885,,,,0
8,2009,8,9,6,6,3.0,4.0,5.0,11,11.0,0.0,14,81.845,226.129,15.5,5.0,0.0,British,6.0,78.879,78.583,80.2885,,,,0
8,2009,8,9,6,6,7.0,2.0,4.0,7,7.0,2.0,17,81.806,226.237,34.5,3.0,0.0,Japanese,6.0,79.042,78.5155,80.29050000000001,,,,0
8,2009,8,9,6,6,7.0,2.0,8.0,9,9.0,0.0,51,81.67099999999999,226.611,34.5,3.0,0.0,Japanese,6.0,79.042,78.5155,80.29050000000001,,,,0
8,2009,8,9,6,6,10.0,0.0,16.0,10,10.0,0.0,20,81.81,226.226,0.0,10.0,0.0,Indian,17.0,79.85549999999999,,,,,,0
8,2009,8,9,6,6,10.0,0.0,20.0,17,17.0,0.0,50,83.475,221.714,0.0,10.0,0.0,Indian,17.0,79.85549999999999,,,,,,0
8,2009,8,9,6,6,4.0,0.0,14.0,12,12.0,0.0,25,82.505,224.320,11.0,7.0,0.0,French,12.0,79.361,79.0765,80.741,,,,0
8,2009,8,9,6,6,4.0,0.0,10.0,14,14.0,0.0,36,81.852,226.110,11.0,7.0,0.0,French,12.0,79.361,79.0765,80.741,,,,0
8,2009,8,9,6,6,2.0,0.0,12.0,13,13.0,0.0,41,82.182,225.202,8.0,8.0,0.0,German,13.5,79.6445,79.378,,,,,0
8,2009,8,9,6,6,2.0,0.0,15.0,15,15.0,0.0,59,81.956,225.823,8.0,8.0,0.0,German,13.5,79.6445,79.378,,,,,0
8,2009,8,9,6,6,1.0,0.0,18.0,16,16.0,0.0,24,82.576,224.128,13.0,6.0,0.0,British,16.0,79.8245,79.35300000000001,,,,,0
8,2009,8,9,6,6,1.0,0.0,13.0,\N,20.0,0.0,32,82.418,224.557,13.0,6.0,0.0,British,16.0,79.8245,79.35300000000001,,,,,0
8,2009,8,9,6,6,5.0,0.0,19.0,18,18.0,0.0,24,82.711,223.762,5.0,9.0,0.0,Italian,18.5,80.06700000000001,,,,,,0
8,2009,8,9,6,6,5.0,0.0,17.0,\N,19.0,0.0,26,82.46600000000001,224.427,5.0,9.0,0.0,Italian,18.5,80.06700000000001,,,,,,0
9,2009,9,20,7,6,9.0,18.0,1.0,1,1.0,10.0,37,94.003,197.151,92.5,2.0,3.0,Austrian,2.5,91.3435,98.77099999999999,92.35499999999999,,,,0
9,2009,9,20,7,6,9.0,18.0,4.0,2,2.0,8.0,42,94.089,196.970,92.5,2.0,3.0,Austrian,2.5,91.3435,98.77099999999999,92.35499999999999,,,,0
9,2009,9,20,7,6,6.0,6.0,8.0,3,3.0,6.0,53,94.458,196.201,32.0,4.0,0.0,Italian,8.5,91.7345,101.719,94.642,,,,0
9,2009,9,20,7,6,6.0,6.0,9.0,\N,19.0,0.0,4,96.08,192.889,32.0,4.0,0.0,Italian,8.5,91.7345,101.719,94.642,,,,0
